,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
3936,Thailand,H013101,1988-03-15,1988,3,15,24.2,8.05,21.0,25.6,1.45,0.5,0.46,0.04,1.69,0.24,0.37,0.09,0.038,0.029,8.16,0.8
3929,Thailand,H010501,1988-03-15,1988,3,15,24.2,7.77,95.0,28.8,1.64,0.62,0.48,0.05,1.85,0.289,0.58,0.336,0.016,0.051,8.2,1.2
2726,Lao PDR,H350101,1988-03-15,1988,3,15,32.0,7.97,14.0,15.8,0.958,0.336,0.242,0.035,1.419,0.139,0.013,0.07,0.005,0.013,7.92,1.7
3944,Thailand,H013801,1988-03-15,1988,3,15,25.2,8.02,6.0,24.7,1.45,0.48,0.43,0.03,1.72,0.21,0.37,0.101,0.036,0.03,8.04,0.8
3953,Thailand,H050104,1988-03-15,1988,3,15,23.0,7.66,43.0,11.5,0.57,0.26,0.26,0.06,1.01,0.019,0.16,0.09,0.031,0.058,6.68,1.7
3954,Thailand,H050104,1988-04-14,1988,4,14,26.8,7.32,45.0,12.3,0.58,0.32,0.32,0.08,1.06,0.03,0.28,0.162,0.079,0.055,7.13,1.5
3945,Thailand,H013801,1988-04-14,1988,4,14,26.0,7.95,7.0,25.0,1.45,0.54,0.46,0.04,1.67,0.2,0.55,0.041,0.036,0.031,7.26,0.1
3937,Thailand,H013101,1988-04-15,1988,4,15,26.0,7.67,14.0,26.2,1.39,0.64,0.5,0.04,1.65,0.25,0.57,0.27,0.064,0.041,7.02,0.3
2724,Lao PDR,H320101,1988-05-13,1988,5,13,28.0,7.55,84.0,23.4,1.792,0.615,0.06,0.042,2.431,0.033,0.12,0.274,0.032,0.034,6.84,2.2
2727,Lao PDR,H350101,1988-05-14,1988,5,14,29.0,7.24,308.0,8.9,0.527,0.208,0.093,0.053,0.763,0.072,0.07,0.231,0.026,0.059,5.44,3.5
3946,Thailand,H013801,1988-05-16,1988,5,16,29.4,8.04,92.0,23.3,1.363,0.412,0.476,0.04,1.61,0.287,0.445,0.386,0.018,0.084,6.55,1.0
3959,Thailand,H310102,1988-05-16,1988,5,16,27.2,7.58,221.0,19.1,0.632,0.205,0.88,0.121,0.928,0.559,0.26,0.452,0.097,0.158,5.87,4.3
3938,Thailand,H013101,1988-05-17,1988,5,17,26.5,8.02,131.0,24.6,1.157,0.382,0.716,0.059,1.351,0.559,0.437,0.348,0.035,0.124,6.35,1.7
2728,Lao PDR,H350101,1988-06-10,1988,6,10,32.0,7.41,124.0,9.7,0.539,0.196,0.17,0.044,0.715,0.03,0.264,0.263,0.03,0.085,8.28,3.0
2718,Lao PDR,H011901,1988-06-13,1988,6,13,28.4,8.18,260.0,20.8,1.402,0.345,0.29,0.041,1.767,0.175,0.326,0.255,0.054,0.025,8.67,1.7
3930,Thailand,H010501,1988-06-15,1988,6,15,27.0,7.84,199.0,21.2,1.227,0.436,0.356,0.043,1.533,0.184,0.326,0.184,0.0,0.035,6.9,1.3
3955,Thailand,H050104,1988-06-15,1988,6,15,29.0,7.52,158.0,12.6,0.623,0.285,0.275,0.081,1.086,0.038,0.014,0.231,0.0,0.043,6.12,2.1
3960,Thailand,H310102,1988-06-15,1988,6,15,29.5,7.02,187.0,6.6,0.259,0.124,0.232,0.051,0.36,0.185,0.097,0.159,0.032,0.033,6.55,3.4
3947,Thailand,H013801,1988-06-16,1988,6,16,29.2,7.63,262.0,17.0,0.912,0.313,0.345,0.053,1.166,0.221,0.173,0.031,0.005,0.033,6.51,1.7
3939,Thailand,H013101,1988-06-16,1988,6,16,30.0,7.65,185.0,18.8,0.972,0.3,0.442,0.048,1.165,0.338,0.225,0.234,0.0,0.031,6.7,2.2
3961,Thailand,H310102,1988-07-13,1988,7,13,29.0,7.24,58.0,7.6,0.156,0.034,0.27,0.044,0.357,0.244,0.078,0.116,0.0,0.05,6.12,3.2
2721,Lao PDR,H100101,1988-07-14,1988,7,14,28.1,7.86,296.0,16.7,1.166,0.37,0.16,0.025,1.583,0.048,0.179,0.107,0.084,0.121,7.08,1.9
3962,Thailand,H310102,1988-08-15,1988,8,15,29.9,7.28,72.0,5.0,0.165,0.093,0.189,0.032,0.27,0.125,0.066,0.21,0.017,0.053,6.13,2.6
3963,Thailand,H310102,1988-09-16,1988,9,16,29.0,7.07,46.0,7.9,0.262,0.086,0.313,0.025,0.345,0.292,0.029,0.047,0.019,0.03,7.09,3.0
3948,Thailand,H013801,1988-09-19,1988,9,19,28.2,7.94,348.0,15.8,1.04,0.25,0.212,0.029,1.304,0.069,0.214,0.216,0.016,0.064,6.55,1.6
2722,Lao PDR,H100101,1988-10-13,1988,10,13,25.1,7.85,132.0,1.9,1.304,0.388,0.21,0.026,1.748,0.067,0.173,0.198,0.029,0.047,6.5,0.1
3964,Thailand,H310102,1988-10-17,1988,10,17,26.5,7.09,89.0,9.5,0.256,0.107,0.416,0.047,0.35,0.33,0.146,0.136,0.05,0.04,6.59,2.5
3956,Thailand,H050104,1988-10-17,1988,10,17,24.8,7.67,213.0,10.3,0.491,0.252,0.208,0.064,0.943,0.005,0.094,0.083,0.044,0.082,6.93,1.5
3931,Thailand,H010501,1988-10-17,1988,10,17,25.0,7.92,360.0,19.9,1.067,0.476,0.303,0.04,1.522,0.095,0.35,0.213,0.0,0.046,7.01,1.0
2729,Lao PDR,H350101,1988-11-12,1988,11,12,22.0,7.67,40.0,6.9,0.495,0.255,0.155,0.017,0.794,0.052,0.123,0.109,0.022,0.023,8.82,1.3
3940,Thailand,H013101,1988-11-15,1988,11,15,21.8,8.02,157.0,20.5,1.062,0.524,0.36,0.033,1.567,0.158,0.339,0.298,0.025,0.081,7.49,1.1
3949,Thailand,H013801,1988-11-15,1988,11,15,23.6,8.0,178.0,18.3,1.006,0.439,0.29,0.033,1.471,0.099,0.265,0.325,0.03,0.07,7.67,0.7
2723,Lao PDR,H100101,1988-11-15,1988,11,15,21.5,8.24,32.0,17.6,1.529,0.485,0.28,0.016,2.138,0.085,0.199,0.045,0.029,0.023,8.32,0.7
3957,Thailand,H050104,1988-11-16,1988,11,16,22.0,7.86,101.0,11.4,0.594,0.267,0.353,0.052,1.037,0.003,0.143,0.614,0.043,0.059,7.67,0.7
3932,Thailand,H010501,1988-11-16,1988,11,16,20.2,8.02,305.0,24.0,1.275,0.598,0.505,0.041,1.741,0.162,0.528,0.502,0.037,0.056,8.66,0.9
2719,Lao PDR,H011901,1988-11-17,1988,11,17,22.8,8.1,360.0,18.6,1.403,0.517,0.305,0.03,1.791,0.135,0.448,0.207,0.018,0.046,7.86,0.8
2730,Lao PDR,H350101,1988-12-12,1988,12,12,21.0,7.69,16.0,9.6,0.756,0.12,0.175,0.019,0.779,0.106,0.139,0.055,0.053,0.012,8.8,1.0
3958,Thailand,H050104,1988-12-15,1988,12,15,19.0,7.71,60.0,11.0,0.463,0.377,0.255,0.049,0.959,0.024,0.062,0.17,0.0,0.061,8.07,1.0
3933,Thailand,H010501,1988-12-15,1988,12,15,18.8,7.95,120.0,24.2,1.206,0.656,0.44,0.036,1.757,0.22,0.565,0.218,0.0,0.066,8.28,1.3
3941,Thailand,H013101,1988-12-15,1988,12,15,20.5,8.0,82.0,23.1,1.231,0.562,0.44,0.035,1.727,0.241,0.339,0.188,0.0,0.058,7.64,0.8
3950,Thailand,H013801,1988-12-15,1988,12,15,22.0,7.86,63.0,20.9,1.214,0.442,0.381,0.035,1.624,0.192,0.283,0.218,0.0,0.055,7.62,1.0
2720,Lao PDR,H011901,1988-12-19,1988,12,19,22.4,8.08,104.0,22.0,1.814,0.275,0.395,0.035,1.921,0.127,0.608,0.172,0.024,0.076,8.4,1.7
2740,Lao PDR,H350101,1989-01-15,1989,1,15,24.0,7.98,2.0,11.6,0.867,0.135,0.2,0.015,1.114,0.104,0.122,0.056,0.052,0.019,7.1,0.5
3965,Thailand,H010501,1989-01-16,1989,1,16,20.0,8.37,76.0,25.5,1.315,0.618,0.47,0.04,1.837,0.187,0.463,0.223,0.0,0.042,7.57,0.7
3983,Thailand,H050104,1989-01-16,1989,1,16,24.5,8.16,75.0,11.5,0.531,0.286,0.274,0.058,1.039,0.016,0.097,0.148,0.0,0.055,7.65,0.7
3977,Thailand,H013801,1989-01-16,1989,1,16,25.6,8.63,13.0,23.4,1.306,0.493,0.43,0.032,1.773,0.192,0.333,0.154,0.003,0.028,7.52,0.4
3970,Thailand,H013101,1989-01-17,1989,1,17,20.8,8.63,53.0,25.1,1.257,0.611,0.472,0.034,1.822,0.239,0.368,0.157,0.0,0.035,7.73,0.5
3971,Thailand,H013101,1989-02-14,1989,2,14,20.7,8.55,24.0,26.4,1.39,0.506,0.504,0.035,1.881,0.331,0.431,0.078,0.035,0.045,8.42,0.8
3978,Thailand,H013801,1989-02-15,1989,2,15,22.8,8.72,6.0,24.6,1.31,0.52,0.463,0.035,1.806,0.26,0.368,0.074,0.0,0.04,8.33,0.6
3984,Thailand,H050104,1989-02-16,1989,2,16,24.0,8.17,63.0,10.9,0.434,0.296,0.29,0.058,0.951,0.015,0.11,0.107,0.0,0.06,7.88,1.0
3966,Thailand,H010501,1989-02-16,1989,2,16,22.0,8.16,40.0,29.2,1.617,0.717,0.55,0.048,1.977,0.314,0.543,0.349,0.021,0.098,9.23,0.6
3972,Thailand,H013101,1989-03-15,1989,3,15,25.5,8.9,11.0,25.9,1.345,0.607,0.56,0.039,1.774,0.338,0.302,0.105,0.0,0.038,8.22,0.4
3967,Thailand,H010501,1989-03-16,1989,3,16,24.0,8.54,34.0,29.1,1.453,0.597,0.615,0.049,1.865,0.312,0.517,0.31,0.0,0.046,8.74,1.2
3985,Thailand,H050104,1989-03-16,1989,3,16,23.0,8.43,58.0,11.0,0.465,0.287,0.306,0.066,0.994,0.036,0.137,0.157,0.0,0.057,8.28,1.9
3986,Thailand,H050104,1989-04-13,1989,4,13,25.0,8.31,24.0,12.0,0.565,0.319,0.32,0.093,1.136,0.02,0.057,0.13,0.038,0.145,8.5,1.6
3979,Thailand,H013801,1989-04-17,1989,4,17,28.0,8.74,8.0,24.5,1.415,0.522,0.53,0.039,1.812,0.317,0.198,0.05,0.028,0.076,7.01,1.0
3973,Thailand,H013101,1989-04-18,1989,4,18,30.5,8.83,7.0,26.5,1.473,0.557,0.618,0.057,1.868,0.37,0.277,0.054,0.015,0.076,7.22,1.2
2734,Lao PDR,H100101,1989-04-21,1989,4,21,26.4,8.03,3.0,22.4,1.574,0.205,0.31,0.026,1.756,0.165,0.219,0.217,0.012,0.028,7.9,1.1
2739,Lao PDR,H320101,1989-05-13,1989,5,13,32.0,7.86,100.0,10.9,0.77,0.188,0.19,0.012,0.98,0.101,0.017,0.267,0.043,0.009,6.65,3.6
2735,Lao PDR,H100101,1989-05-15,1989,5,15,29.2,7.84,6.0,16.8,1.291,0.317,0.355,0.033,1.625,0.176,0.208,0.366,0.036,0.011,6.38,2.2
3994,Thailand,H310102,1989-05-15,1989,5,15,30.0,7.85,57.0,19.2,0.5,0.226,0.946,0.078,0.623,0.898,0.078,0.352,0.0,0.067,8.38,2.7
3980,Thailand,H013801,1989-05-15,1989,5,15,30.8,8.58,13.0,24.4,1.316,0.541,0.544,0.045,1.646,0.339,0.33,0.134,0.0,0.056,6.84,1.2
3974,Thailand,H013101,1989-05-16,1989,5,16,28.7,8.61,14.0,27.7,1.423,0.626,0.59,0.047,1.76,0.445,0.355,0.282,0.0,0.058,8.89,1.2
3968,Thailand,H010501,1989-05-16,1989,5,16,25.5,8.43,39.0,24.6,1.203,0.622,0.567,0.053,1.456,0.348,0.536,0.32,0.0,0.084,7.98,2.5
2731,Lao PDR,H011901,1989-05-17,1989,5,17,28.6,8.01,70.0,24.8,1.502,0.516,0.55,0.053,1.736,0.384,0.623,0.267,0.035,0.019,8.47,2.0
2741,Lao PDR,H350101,1989-06-11,1989,6,11,25.6,7.08,312.0,6.7,0.403,0.08,0.085,0.01,0.467,0.072,0.09,0.173,0.002,0.165,5.63,3.4
3987,Thailand,H050104,1989-06-13,1989,6,13,27.0,8.09,315.0,9.8,0.488,0.173,0.27,0.093,0.806,0.044,0.11,0.248,0.0,0.123,7.04,3.5
3995,Thailand,H310102,1989-06-14,1989,6,14,27.5,7.44,112.0,10.5,0.234,0.108,0.509,0.079,0.273,0.516,0.077,0.19,0.037,0.084,7.93,6.1
3975,Thailand,H013101,1989-06-15,1989,6,15,25.5,8.18,289.0,15.1,0.879,0.336,0.303,0.039,1.07,0.141,0.205,0.279,0.022,0.079,7.16,1.7
3988,Thailand,H050104,1989-07-13,1989,7,13,26.5,8.4,208.0,9.9,0.435,0.206,0.235,0.078,0.75,0.042,0.147,0.324,0.113,0.102,7.03,3.6
3996,Thailand,H310102,1989-07-13,1989,7,13,29.0,7.97,73.0,10.3,0.374,0.11,0.404,0.04,0.392,0.406,0.132,0.171,0.038,0.052,7.85,3.2
3997,Thailand,H310102,1989-08-14,1989,8,14,25.0,7.08,59.0,7.5,0.245,0.12,0.286,0.033,0.336,0.28,0.065,0.055,0.039,0.055,7.14,2.3
3989,Thailand,H050104,1989-08-15,1989,8,15,26.0,7.54,204.0,8.9,0.443,0.242,0.201,0.06,0.753,0.026,0.09,0.121,0.045,0.1,8.58,1.6
3981,Thailand,H013801,1989-09-14,1989,9,14,27.4,7.74,252.0,13.7,0.914,0.271,0.172,0.031,1.146,0.048,0.173,0.232,0.0,0.056,7.2,1.2
3998,Thailand,H310102,1989-09-14,1989,9,14,25.0,6.91,23.0,7.4,0.168,0.107,0.311,0.031,0.299,0.267,0.024,0.141,0.0,0.034,7.73,2.6
3990,Thailand,H050104,1989-09-18,1989,9,18,27.0,7.22,153.0,10.5,0.549,0.265,0.243,0.064,0.948,0.015,0.101,0.318,0.0,0.067,6.9,1.6
2736,Lao PDR,H100101,1989-10-12,1989,10,12,26.2,7.49,16.0,21.2,1.52,0.261,0.225,0.026,1.678,0.062,0.171,0.179,0.024,0.041,7.4,0.7
3999,Thailand,H310102,1989-10-17,1989,10,17,27.5,7.14,60.0,7.5,0.229,0.085,0.302,0.037,0.291,0.254,0.054,0.091,0.0,0.044,7.49,3.3
3991,Thailand,H050104,1989-10-18,1989,10,18,26.0,7.91,266.0,10.7,0.597,0.209,0.203,0.055,0.866,0.018,0.099,0.144,0.0,0.15,7.06,1.6
4000,Thailand,H310102,1989-11-13,1989,11,13,29.0,7.44,13.0,12.5,0.37,0.143,0.805,0.034,0.614,0.524,0.066,0.065,0.002,0.027,7.89,2.2
2737,Lao PDR,H100101,1989-11-13,1989,11,13,25.2,8.0,11.0,21.5,1.579,0.482,0.205,0.026,2.127,0.08,0.254,0.114,0.029,0.04,7.7,0.7
3992,Thailand,H050104,1989-11-15,1989,11,15,22.5,7.8,108.0,10.7,0.637,0.237,0.223,0.053,1.092,0.023,0.1,0.152,0.001,0.087,8.35,3.0
2732,Lao PDR,H011901,1989-11-16,1989,11,16,25.1,6.8,301.0,11.4,1.381,0.242,0.285,0.034,1.288,0.121,0.458,0.195,0.032,0.233,7.29,0.6
2742,Lao PDR,H350101,1989-11-17,1989,11,17,27.0,7.91,11.0,11.9,0.545,0.318,0.135,0.035,0.819,0.078,0.098,0.038,0.016,0.014,7.82,1.2
4001,Thailand,H310102,1989-12-13,1989,12,13,23.5,6.98,16.0,11.8,0.329,0.157,0.503,0.047,0.62,0.48,0.06,0.322,0.003,0.027,8.63,1.8
3993,Thailand,H050104,1989-12-14,1989,12,14,19.0,7.68,50.0,11.2,0.534,0.237,0.275,0.05,0.968,0.026,0.115,0.141,0.002,0.063,8.79,1.6
3969,Thailand,H010501,1989-12-14,1989,12,14,18.0,7.84,282.0,25.6,1.332,0.605,0.56,0.038,1.868,0.239,0.316,0.275,0.002,0.055,7.97,1.6
3976,Thailand,H013101,1989-12-14,1989,12,14,23.0,8.01,132.0,23.9,1.27,0.492,0.51,0.036,1.929,0.242,0.226,0.26,0.001,0.055,8.1,1.1
3982,Thailand,H013801,1989-12-14,1989,12,14,23.4,7.86,116.0,22.1,1.176,0.512,0.48,0.034,1.758,0.202,0.212,0.278,0.001,0.06,8.38,1.0
2738,Lao PDR,H100101,1989-12-17,1989,12,17,19.0,8.32,2.0,24.2,1.64,0.415,0.37,0.007,1.882,0.048,0.315,0.011,0.03,0.018,7.76,0.5
2733,Lao PDR,H011901,1989-12-18,1989,12,18,21.0,8.2,243.0,24.2,1.63,0.435,0.365,0.018,1.59,0.198,0.433,0.135,0.024,0.087,9.44,0.9
4012,Thailand,H013801,1990-01-15,1990,1,15,25.4,7.86,30.0,22.3,1.251,0.45,0.363,0.033,1.681,0.21,0.152,0.228,0.096,0.08,8.32,0.8
4002,Thailand,H010501,1990-01-16,1990,1,16,18.5,8.01,121.0,26.5,1.455,0.519,0.475,0.036,1.927,0.267,0.231,0.22,0.23,0.06,7.52,0.6
4016,Thailand,H050104,1990-01-16,1990,1,16,20.0,7.6,71.0,11.2,0.511,0.258,0.247,0.057,0.989,0.055,0.017,0.286,0.155,0.07,8.54,1.1
4006,Thailand,H013101,1990-01-16,1990,1,16,26.0,7.89,68.0,23.8,1.28,0.47,0.453,0.033,1.728,0.293,0.168,0.194,0.0,0.067,8.28,0.7
2746,Lao PDR,H100101,1990-01-18,1990,1,18,22.7,7.81,11.0,26.0,1.311,0.797,0.175,0.023,1.64,0.048,0.521,0.104,0.043,0.023,6.81,0.3
2756,Lao PDR,H350101,1990-01-24,1990,1,24,24.0,7.94,15.0,16.0,0.634,0.28,0.265,0.033,0.857,0.088,0.169,0.069,0.049,0.013,8.77,0.8
2757,Lao PDR,H350101,1990-02-14,1990,2,14,26.0,7.92,28.0,15.7,0.859,0.096,0.245,0.024,0.857,0.157,0.117,0.05,0.059,0.006,7.93,0.7
4013,Thailand,H013801,1990-02-15,1990,2,15,25.4,8.1,23.0,22.8,1.241,0.447,0.403,0.031,1.626,0.242,0.204,0.14,0.012,0.042,7.64,0.7
4003,Thailand,H010501,1990-02-15,1990,2,15,21.5,8.01,82.0,29.5,1.449,0.645,0.523,0.042,2.029,0.306,0.404,0.278,0.0,0.061,7.83,0.7
4017,Thailand,H050104,1990-02-15,1990,2,15,26.5,7.66,81.0,11.0,0.49,0.302,0.275,0.056,0.925,0.025,0.08,0.135,0.023,0.063,7.47,0.9
4007,Thailand,H013101,1990-02-15,1990,2,15,25.5,8.01,42.0,24.0,1.181,0.528,0.467,0.034,1.741,0.305,0.201,0.177,0.0,0.051,7.61,0.6
2743,Lao PDR,H011901,1990-02-20,1990,2,20,25.4,8.28,63.0,28.2,1.324,0.479,0.395,0.047,1.416,0.243,0.526,0.116,0.035,0.035,8.64,0.4
4004,Thailand,H010501,1990-03-13,1990,3,13,22.0,7.84,115.0,28.4,1.353,0.504,0.63,0.044,1.952,0.324,0.445,0.289,0.0,0.016,8.67,1.5
4018,Thailand,H050104,1990-03-13,1990,3,13,26.0,7.1,60.0,12.2,0.504,0.246,0.347,0.074,1.043,0.06,0.132,0.265,0.0,0.028,7.01,0.9
2758,Lao PDR,H350101,1990-03-14,1990,3,14,28.0,7.9,72.0,12.6,0.634,0.264,0.25,0.05,0.849,0.138,0.12,0.505,0.022,0.053,6.64,3.0
4008,Thailand,H013101,1990-03-15,1990,3,15,27.0,7.57,38.0,24.1,1.164,0.465,0.495,0.038,1.71,0.344,0.263,0.162,0.0,0.021,7.83,0.9
2744,Lao PDR,H011901,1990-03-15,1990,3,15,24.6,8.09,30.0,26.7,1.964,0.316,0.395,0.05,1.683,0.269,0.54,0.204,0.017,0.027,7.98,0.5
4014,Thailand,H013801,1990-03-15,1990,3,15,25.4,7.58,13.0,24.3,1.201,0.473,0.446,0.036,1.766,0.252,0.288,0.149,0.0,0.016,7.88,1.0
4019,Thailand,H050104,1990-04-17,1990,4,17,27.0,7.72,62.0,12.2,0.562,0.329,0.286,0.064,1.129,0.035,0.071,0.257,0.0,0.088,6.95,2.1
2759,Lao PDR,H350101,1990-04-17,1990,4,17,32.0,7.13,2.0,9.9,0.44,0.17,0.19,0.05,0.602,0.082,0.172,0.279,0.022,0.063,8.05,6.7
2745,Lao PDR,H011901,1990-04-20,1990,4,20,28.0,7.22,89.0,29.9,1.89,0.341,0.211,0.03,1.824,0.319,0.164,0.207,0.012,0.026,7.92,0.3
4015,Thailand,H013801,1990-05-14,1990,5,14,30.4,7.82,36.0,24.4,1.341,0.553,0.499,0.041,1.656,0.326,0.303,0.137,0.0,0.024,6.69,0.9
2760,Lao PDR,H350101,1990-05-14,1990,5,14,29.0,6.62,8.0,8.5,0.408,0.141,0.2,0.04,0.486,0.124,0.176,0.279,0.052,0.125,7.45,2.7
2751,Lao PDR,H320101,1990-05-15,1990,5,15,32.0,7.47,4.0,26.4,1.511,0.569,0.11,0.03,2.013,0.051,0.208,0.1,0.016,0.024,7.34,1.0
4009,Thailand,H013101,1990-05-17,1990,5,17,30.5,7.86,79.0,24.7,1.352,0.599,0.492,0.039,1.632,0.361,0.317,0.292,0.006,0.035,6.73,0.5
4020,Thailand,H050104,1990-06-12,1990,6,12,29.5,7.1,227.0,12.0,0.536,0.348,0.299,0.086,0.981,0.068,0.14,0.422,0.0,0.084,6.29,2.5
4027,Thailand,H310102,1990-06-14,1990,6,14,29.5,6.6,179.0,7.9,0.173,0.12,0.392,0.082,0.279,0.322,0.1,0.132,0.019,0.073,6.39,4.1
2752,Lao PDR,H320101,1990-06-15,1990,6,15,27.0,7.5,37.0,24.4,1.759,0.483,0.06,0.004,1.951,0.056,0.272,0.014,0.032,0.024,5.55,2.5
2747,Lao PDR,H100101,1990-07-16,1990,7,16,25.5,7.25,146.0,16.0,0.947,0.237,0.31,0.02,1.238,0.032,0.272,0.027,0.022,0.048,7.68,1.1
4021,Thailand,H050104,1990-07-16,1990,7,16,28.0,7.28,214.0,9.6,0.478,0.215,0.26,0.062,0.859,0.101,0.047,0.193,0.162,0.081,6.56,2.5
2761,Lao PDR,H350101,1990-07-19,1990,7,19,26.0,7.17,150.0,8.3,0.451,0.151,0.04,0.03,0.332,0.125,0.201,0.037,0.053,0.057,6.33,2.7
2753,Lao PDR,H320101,1990-07-20,1990,7,20,27.0,7.42,61.0,23.2,1.861,0.372,0.06,0.02,2.032,0.028,0.256,0.018,0.048,0.03,6.53,1.6
2754,Lao PDR,H320101,1990-08-13,1990,8,13,26.0,8.21,252.0,20.3,1.803,0.36,0.064,0.02,1.797,0.018,0.266,0.022,0.028,0.028,6.56,0.8
4028,Thailand,H310102,1990-08-13,1990,8,13,30.4,7.03,58.0,6.3,0.224,0.085,0.23,0.033,0.316,0.175,0.051,0.071,0.04,0.036,5.43,3.1
4022,Thailand,H050104,1990-08-13,1990,8,13,26.8,7.59,167.0,10.1,0.5,0.183,0.21,0.055,0.844,0.064,0.082,0.214,0.008,0.062,7.18,2.4
2762,Lao PDR,H350101,1990-08-15,1990,8,15,27.0,7.71,186.0,6.6,0.434,0.145,0.13,0.03,0.438,0.076,0.171,0.037,0.078,0.049,6.74,2.9
2748,Lao PDR,H100101,1990-09-12,1990,9,12,27.2,7.78,180.0,18.3,1.031,0.344,0.31,0.03,1.354,0.074,0.356,0.164,0.056,0.076,8.18,0.2
4023,Thailand,H050104,1990-09-13,1990,9,13,28.3,7.68,226.0,9.2,0.41,0.301,0.217,0.054,0.796,0.013,0.142,0.36,0.0,0.068,5.95,4.2
2755,Lao PDR,H320101,1990-09-15,1990,9,15,26.0,7.37,330.0,15.9,1.03,0.257,0.114,0.02,1.076,0.02,0.297,0.154,0.046,0.09,8.08,2.5
4029,Thailand,H310102,1990-09-17,1990,9,17,32.0,7.25,70.0,4.7,0.23,0.069,0.153,0.033,0.341,0.114,0.052,0.285,0.02,0.038,5.66,2.4
2763,Lao PDR,H350101,1990-10-10,1990,10,10,27.0,7.7,120.0,10.1,0.49,0.164,0.22,0.03,0.546,0.059,0.234,0.157,0.097,0.034,8.19,1.9
4024,Thailand,H050104,1990-10-15,1990,10,15,27.0,7.75,156.0,14.3,0.665,0.275,0.228,0.071,0.99,0.048,0.116,0.285,0.003,0.063,6.99,2.6
4030,Thailand,H310102,1990-10-15,1990,10,15,27.8,7.2,69.0,9.0,0.278,0.072,0.237,0.033,0.35,0.167,0.063,0.299,0.082,0.039,6.82,1.6
4025,Thailand,H050104,1990-11-14,1990,11,14,24.0,7.69,176.0,12.8,0.699,0.311,0.254,0.054,1.083,0.021,0.106,0.465,0.0,0.051,8.1,0.7
2749,Lao PDR,H100101,1990-11-15,1990,11,15,23.2,8.01,24.0,23.2,1.65,0.412,0.08,0.03,1.713,0.005,0.355,0.064,0.021,0.045,8.69,1.7
2764,Lao PDR,H350101,1990-11-15,1990,11,15,24.0,7.44,80.0,9.2,0.563,0.188,0.1,0.02,0.565,0.065,0.213,0.1,0.033,0.042,5.24,1.6
4031,Thailand,H310102,1990-11-15,1990,11,15,23.5,7.22,79.0,14.3,0.455,0.191,0.63,0.043,0.624,0.54,0.095,0.541,0.083,0.029,7.95,2.1
4010,Thailand,H013101,1990-11-16,1990,11,16,29.0,8.02,318.0,20.9,1.23,0.532,0.347,0.038,1.678,0.209,0.233,0.508,0.0,0.039,7.72,0.8
4005,Thailand,H010501,1990-12-13,1990,12,13,18.0,7.95,276.0,26.3,1.531,0.598,0.389,0.042,2.071,0.218,0.415,0.447,0.024,0.053,9.63,0.4
4026,Thailand,H050104,1990-12-13,1990,12,13,22.0,7.78,55.0,12.0,0.637,0.243,0.253,0.049,1.094,0.04,0.082,0.336,0.011,0.058,8.38,1.1
4032,Thailand,H310102,1990-12-17,1990,12,17,25.2,7.25,40.0,20.4,0.553,0.21,0.888,0.06,0.711,0.824,0.113,0.393,0.023,0.041,6.57,4.9
4011,Thailand,H013101,1990-12-18,1990,12,18,24.5,8.13,139.0,23.2,1.359,0.511,0.372,0.035,1.857,0.235,0.301,0.336,0.0,0.053,7.66,1.0
2750,Lao PDR,H100101,1990-12-19,1990,12,19,22.0,7.68,17.0,25.2,1.621,0.653,0.17,0.02,1.78,0.156,0.347,0.076,0.071,0.029,8.16,0.2
4055,Thailand,H310102,1991-01-14,1991,1,14,24.8,7.38,30.0,20.0,0.528,0.268,0.98,0.117,0.585,0.826,0.315,0.297,0.0,0.054,7.29,2.2
4048,Thailand,H050104,1991-01-14,1991,1,14,18.8,7.43,37.0,11.7,0.516,0.374,0.26,0.052,1.148,0.033,0.092,0.167,0.0,0.068,9.11,1.0
2776,Lao PDR,H350101,1991-01-14,1991,1,14,25.8,7.51,16.0,13.0,0.651,0.334,0.24,0.03,0.841,0.097,0.25,0.126,0.037,0.028,8.86,0.4
4033,Thailand,H010501,1991-01-14,1991,1,14,18.0,7.98,262.0,25.3,1.324,0.751,0.43,0.039,1.989,0.2,0.334,0.337,0.0,0.067,9.49,2.0
4035,Thailand,H013101,1991-01-15,1991,1,15,24.8,8.14,63.0,24.2,1.3,0.657,0.436,0.033,1.958,0.249,0.266,0.196,0.0,0.063,7.84,0.6
4042,Thailand,H013801,1991-01-15,1991,1,15,25.4,7.98,24.0,22.8,1.254,0.62,0.416,0.042,1.898,0.202,0.243,0.239,0.0,0.056,9.06,0.7
2767,Lao PDR,H100101,1991-01-17,1991,1,17,23.0,8.14,9.0,25.1,1.558,0.389,0.34,0.02,1.651,0.165,0.314,0.057,0.057,0.045,8.24,0.3
2765,Lao PDR,H011901,1991-01-21,1991,1,21,22.8,7.96,165.0,26.8,1.38,0.658,0.44,0.04,1.517,0.204,0.645,0.273,0.243,0.112,7.95,0.1
